id,商品编码,商品名称,品牌名称,规格,单位,生产厂家,批准文号,库存数量,疾病分类统一,商品类别,医保类型,工业采购价,客户采购价格,建议零售价,工业毛利额,客户毛利额,客户毛利率,上架日期,最后一次采购日期
17e7ee0f-062c-4929-b00f-c484bd30f61c,7000300822940614656,Sp****香橙味）,驰铭,2.5g/粒*60粒,瓶,鑫玺****有限公司,食健备G202136102768,5855,保健食品,预包装保健食品,非医保,7.8,12.59,48.0,4.79,35.41,0.7377083333333333,2022-11-23,2023-11-24
6cffa9d6-87f9-4969-87c1-0fb1dd3e9a68,7001437865846505472,欧臣****油软胶囊,驰铭,1g*100粒,盒,威海****有限公司,国食健注G20110499,0,保健食品,预包装保健食品,非医保,11.9646,18.79,88.0,6.8254,69.21,0.7864772727272726,2022-11-23,2023-06-10
0e4ccc5e-7d06-47b9-b0c0-c1ca5f85c479,7006144684750012416,MC****K软胶囊,驰铭,1.2g/粒*100粒,盒,杭州****有限公司,食健备G202033002213,7153,保健食品,预包装保健食品,非医保,12.5,24.99,98.0,12.49,73.01,0.7450000000000001,2022-12-06,2023-12-22
5d8bddba-fbf9-4205-ac5a-a5670f6134e4,7014109220551524353,维生****香橙味）,麦金利,4.0g/片*20片,瓶,武汉****有限公司,食健备G202042001012,0,保健食品,预包装保健食品,非医保,4.488,9.99,21.8,5.502,11.81,0.541743119266055,2022-12-27,2022-12-30
83f6b46d-670d-46a1-89c9-b4645944d0f5,7016649342727487488,麦金****蓝莓味）,麦金利,0.6g/片*60片,盒,武汉****有限公司,食健备G202044001415,8676,保健食品,预包装保健食品,非医保,5.1,8.09,28.0,2.99,19.91,0.7110714285714286,2023-01-08,2023-03-06
9093c5bc-e29e-4ec1-88ff-92065d9e6f8a,7094876854653812807,盖乐****D咀嚼片,好医生,1.8g*66片,盒,好医****有限公司,食健备G202051000723,0,保健食品,预包装保健食品,非医保,6.6,10.38,38.0,3.78,27.62,0.726842105263158,2023-08-15,2023-11-27
d07e51b9-a09f-43c9-aa11-05489f290e12,7094876759685857285,好伙****甜橙味）,好医生,10ml/支*12支,盒,好医****有限公司,食健备G201851000069,0,保健食品,预包装保健食品,非医保,5.4,8.48,29.8,3.08,21.32,0.7154362416107383,2023-08-15,2023-11-27
e0d394cd-4d27-4696-90d3-d218dd40dcfa,7095298750494539793,好医****骨素胶囊,好医生,0.4g*60粒,盒,好医****有限公司,国食健注G20150750,7,保健食品,预包装保健食品,非医保,8.0,12.58,42.8,4.58,30.22,0.7060747663551402,2023-08-15,2023-11-27
ea11aae0-b8b5-4425-9cc0-f74da7bb1224,7095298829800439919,好医****骨素胶囊,好医生,0.4g*90粒,盒,好医****有限公司,国食健注G20150750,171,保健食品,预包装保健食品,非医保,11.0,17.28,58.0,6.28,40.72,0.7020689655172414,2023-08-15,2023-12-15
226c90f9-e44c-460e-8f4a-53115d7dbbd7,7098119595890311290,小葫****子粉胶囊,小葫芦宝,72g（0.3g*240粒）中盒,盒,贵州****有限公司,食健备G202252000637,295,保健食品,预包装保健食品,非医保,98.0,155.0,560.0,57.0,405.0,0.7232142857142857,2023-08-23,2023-12-28
b5918264-ae91-4cf8-aefe-679b08d1031a,7124956508945121404,福全****寡糖胶囊,好医生,40g（0.4g/粒*100粒）,盒,好医****有限公司,国食健注G20140875,16615,保健食品,预包装保健食品,非医保,17.46,24.78,88.0,7.32,63.22,0.7184090909090909,2023-11-13,2024-01-20
20f9c8ad-79b2-437c-bed5-24331da180cb,7129752400235069557,潍至****牛奶味),驰铭,1.2g/片*60片,盒,湖北****有限公司,食健备202042000595,9972,保健食品,预包装保健食品,非医保,5.4,9.9,59.8,4.5,49.9,0.8344481605351171,2023-11-15,2023-12-22
8b6eca4c-5991-48aa-b4a4-8df721eae6aa,7137679900970057853,麦金****牌蛋白粉,驰铭,5g/袋*80袋,罐,湖北****有限公司,国食健注G20160194,2511,保健食品,预包装保健食品,非医保,27.2,42.8,148.0,15.6,105.2,0.7108108108108109,2023-12-17,2024-01-17
35db26e7-c496-44b9-a847-8f0297259eae,7142764389207638058,好伙****甜橙味）,好医生,10ml/支*12支,盒,好医****有限公司,食健备G201851000068,2707,保健食品,预包装保健食品,非医保,6.38,8.48,29.8,2.1,21.32,0.7154362416107383,2023-12-28,2023-12-15
83e909e3-25c6-4729-994c-d25f166a52e6,7142764515720429642,好伙****锌口服液,好医生,10ml/支*12支,盒,好医****有限公司,食健备G201951001443,104,保健食品,预包装保健食品,非医保,6.38,8.48,29.8,2.1,21.32,0.7154362416107383,2023-12-30,2024-01-20
0fcfec44-a0e3-493c-adf6-4e1430eccd11,7152852858378125428,MC****10胶囊,驰铭,0.4g*60粒,盒,武汉****有限公司,食健备G202242000455,9366,保健食品,预包装保健食品,非医保,13.2,20.8,109.0,7.6,88.2,0.8091743119266055,2024-01-17,2024-01-12
e8313748-1308-4452-a9ac-9e5d8e4b9e88,7154033227232182355,MC****益生菌粉,驰铭,1.5g/袋*22袋,盒,湖北****有限公司,国食健注G20160147,16422,保健食品,预包装保健食品,非医保,15.4,27.98,128.0,12.58,100.02,0.78140625,2024-01-17,2023-12-15
70041c62-88a2-47ed-9ea3-1d925c90b4a3,7155454082189361205,sp****罗汉果糖,蜀汉本草,2.5g/片*16片,盒,鑫玺****有限公司,国食健注G20150362,47280,保健食品,预包装保健食品,非医保,2.3,1.0,1.0,-1.3,0.0,0.0,2020-06-08,2024-01-19
17dc5de8-cd0f-4d6f-b926-1eb7654052c6,6970878583757869174,归****脾丸,蜀汉本草,168丸/瓶（浓缩丸）,盒,河南****有限公司,国药准字Z41020008,0,补益用药,乙类OTC.中成药,甲类,3.35,4.97,19.8,1.62,14.83,0.748989898989899,2020-06-09,2022-10-17
c1f3d9dc-7632-4264-b224-62469a844f9c,6970878582294057664,知柏****黄丸,蜀汉本草,168丸/瓶（浓缩丸）,盒,河南****有限公司,国药准字Z41020005,0,补益用药,乙类OTC.中成药,甲类,3.15,4.49,19.8,1.34,15.31,0.7732323232323233,2020-06-09,2022-10-17
74d74861-7307-4f23-ae57-a029c0b56390,6970878583019671865,六味****胶囊,蜀汉本草,0.3g*28粒,盒,广西****有限公司,国药准字Z45020881,0,补益用药,乙类OTC.中成药,乙类,3.5,5.05,28.0,1.55,22.95,0.8196428571428571,2020-06-17,2021-12-12
78e58cac-4cb9-492a-ae78-476a372872bb,6970878583023866104,补中****气丸,蜀汉本草,168丸/瓶（浓缩丸）,盒,河南****有限公司,国药准字Z41020009,0,补益用药,乙类OTC.中成药,甲类,3.15,4.98,19.8,1.83,14.82,0.7484848484848484,2020-06-17,2021-06-03
423b89ef-dcd5-472e-9c85-c858470f66a7,6970878583019671775,杞菊****黄丸,蜀汉本草,168丸/瓶（浓缩丸）,盒,河南****有限公司,国药准字Z41020145,0,补益用药,甲类OTC.中成药,甲类,3.15,4.49,19.8,1.34,15.31,0.7732323232323233,2020-06-21,2021-04-16
d878453c-3d01-41da-81a1-616a6b5a3ad3,6970878583023866066,五子****宗口服液,蜀汉本草,10ml*6支,盒,江西****有限公司,国药准字Z36020748,0,补益用药,甲类OTC.中成药,甲类,5.8,8.19,28.0,2.39,19.81,0.7074999999999999,2020-06-28,2020-06-12
7151b65e-359c-40f1-8c60-8bdfd6a5efec,6970878582294057555,五子****宗丸,蜀汉本草,6g*11袋,盒,洛阳****有限公司,国药准字Z41021124,0,补益用药,甲类OTC.中成药,乙类,7.803,9.99,39.8,2.187,29.81,0.7489949748743718,2020-07-04,2023-02-14
78a660b6-ec8c-48b9-9678-b89439235712,6970878583019671649,养血****糖浆,蜀汉本草,10ml*8支,盒,江西****有限公司,国药准字Z36020747,0,补益用药,甲类OTC.中成药,非医保,5.1,7.99,28.0,2.89,20.01,0.7146428571428572,2020-07-08,2023-03-02
26c8eaff-7659-4822-b3d8-678e92878986,6970878582294057541,六味****浓缩丸),蜀汉本草,168丸/瓶,盒,河南****有限公司,国药准字Z41020001,0,补益用药,乙类OTC.中成药,乙类,2.8,4.08,12.8,1.28,8.72,0.68125,2020-08-08,2020-11-24
58629181-8e23-4f35-8ff5-c9c50bdb42ca,6970878583019671833,补肾****身片,蜀汉本草,0.25g*18片*4板,盒,洛阳****有限公司,国药准字Z41021092,17789,补益用药,乙类OTC.中成药,乙类,4.05,6.55,25.8,2.5,19.25,0.7461240310077519,2020-08-11,2023-11-30
bb227847-0ed6-4369-8671-8b98ec897d6c,6970878583757869129,生脉****党参方),蜀汉本草,10ml*13支,盒,湖北****有限公司,国药准字Z20053079,125922,补益用药,乙类OTC.中成药,甲类,5.7,9.15,29.8,3.45,20.65,0.6929530201342281,2020-08-19,2024-01-04
e39c995f-2da3-4ebe-9542-8c13f6684b56,6970878582294057428,脑心****服液,蜀汉本草,10ml*13支,盒,湖北****有限公司,国药准字Z42020097,195829,补益用药,甲类OTC.中成药,乙类,5.2,8.49,28.0,3.29,19.51,0.6967857142857143,2020-08-19,2024-01-04
3cc9e22a-47d2-45d8-8fd9-23b4de07f383,6970878583019671675,阿胶****血口服液,蜀汉本草,20ml*6支,盒,福寿****有限公司,国药准字Z20063424,0,补益用药,乙类OTC.中成药,非医保,12.0564,18.89,45.0,6.8336,26.11,0.5802222222222222,2020-08-24,2023-02-14
e1bd7251-5bb7-4dc9-a203-81555a8692da,6970878583019671941,益气****血口服液,蜀汉本草,10ml*6支,盒,吉林****有限公司,国药准字Z20063861,0,补益用药,甲类OTC.中成药,乙类,4.59,6.99,24.8,2.4,17.81,0.7181451612903225,2020-10-19,2022-01-12
3fbd8e10-1927-465d-8db5-80d1d995ec3f,6970878582294057759,肾****合剂,蜀汉本草,10ml*9支,盒,江西****责任公司,国药准字Z36021644,0,补益用药,甲类OTC.中成药,乙类,7.12,11.18,38.0,4.06,26.82,0.7057894736842105,2020-10-31,2022-05-18
0791e252-717b-4503-b7e3-67730bae142a,6970878582294057721,生****脉饮,蜀汉本草,10ml*9支,盒,哈尔****有限公司,国药准字Z23021600,0,补益用药,乙类OTC.中成药,甲类,4.5,6.68,19.8,2.18,13.12,0.6626262626262626,2020-11-22,2020-11-26
f5523cdd-d31b-498b-9e9f-93b6567d440b,6970878582294057909,八****珍丸,蜀汉本草,168丸/瓶,盒,河南****有限公司,国药准字Z41020011,0,补益用药,乙类OTC.中成药,甲类,3.15,4.99,19.8,1.84,14.81,0.747979797979798,2020-12-01,2020-11-25
1415c615-275a-4176-bd91-93f174d9fd8a,6970878583019671920,养血****神片,蜀汉本草,0.25g*12片*3板,盒,洛阳****有限公司,国药准字Z41021386,0,补益用药,乙类OTC.中成药,乙类,2.0,3.15,12.0,1.15,8.85,0.7374999999999999,2020-12-06,2023-10-15
67d6c45e-0187-44ba-8029-c5aab1a646ac,6970878583019671681,仙茸****阳口服液,蜀汉本草,10ml*6支,盒,通化****有限公司,国药准字Z22021239,0,补益用药,处方用药.中成药,非医保,5.0592,7.95,36.0,2.8908,28.05,0.7791666666666667,2020-12-20,2023-06-05
8da17b53-93f2-48b3-829e-242ed4868527,6970878583019672132,养血****糖浆,蜀汉本草,100ml/瓶,盒,回音****有限公司,国药准字Z34020783,0,补益用药,乙类OTC.中成药,非医保,3.5,5.58,20.0,2.08,14.42,0.721,2020-12-29,2022-05-06
337cf780-f102-4839-8ac7-3d77ddc113eb,6970878583019671899,玉屏****服液,蜀汉本草,10ml*13支,盒,湖北****有限公司,国药准字Z42020096,34762,补益用药,甲类OTC.中成药,非医保,6.3,10.08,35.0,3.78,24.92,0.7120000000000001,2021-01-03,2024-01-02
3cd8a869-7918-42e1-a906-fda2c1cf343f,6970878583023865955,壮腰****肾丸,蜀汉本草,3.5g*15袋,盒,河北****有限公司,国药准字Z13022127,22670,补益用药,乙类OTC.中成药,乙类,5.45,8.75,30.0,3.3,21.25,0.7083333333333334,2021-01-03,2024-01-21
de318b57-d125-4aaf-930b-1ab60f1baf3f,6970878582294057933,新血****胶囊,蜀汉本草,0.25g*10粒*5板/盒,盒,沈阳****责任公司,国药准字Z21021030,0,补益用药,甲类OTC.中成药,乙类,6.0,9.58,38.0,3.58,28.42,0.7478947368421053,2021-01-30,2023-10-11
64a5b0b4-5e19-4225-97ae-b28bbb546e46,6970878583019671966,六味****黄丸,蜀汉本草,168丸*2瓶,盒,河南****有限公司,国药准字Z41020001,0,补益用药,乙类OTC.中成药,甲类,6.35,9.98,36.0,3.63,26.02,0.7227777777777777,2021-02-05,2024-01-18
2e8cb9a7-c0cd-448c-9e98-06ed39ed0359,6970878583023865950,八珍****浓缩丸),蜀汉本草,168丸*2瓶,盒,河南****限公司）,国药准字Z41020011,18520,补益用药,乙类OTC.中成药,甲类,7.2,11.38,38.0,4.18,26.62,0.7005263157894737,2021-02-21,2024-01-04
b4befb7e-50d7-4cc7-9959-245db9f9a55e,6970878583019671581,桂附****黄丸,蜀汉本草,168丸*2瓶,盒,河南****有限公司,国药准字Z41020004,20099,补益用药,甲类OTC.中成药,乙类,6.8,10.68,36.0,3.88,25.32,0.7033333333333334,2021-02-21,2024-01-12
7cf72e9d-a01f-44b1-a1f8-8e3d6f383d7f,6970878583019671662,五味****糖浆,蜀汉本草,100ml/瓶,盒,四川****有限公司,国药准字Z51020954,0,补益用药,乙类OTC.中成药,乙类,3.57,5.59,20.0,2.02,14.41,0.7205,2021-02-27,2023-01-04
13167b13-2b5b-4d3a-b473-e8b4a77d9ff8,6970878583023866187,补中****合剂,蜀汉本草,100ml/瓶,盒,江西****有限公司,国药准字Z36021664,0,补益用药,乙类OTC.中成药,乙类,5.35,8.38,28.0,3.03,19.62,0.7007142857142857,2021-03-22,2021-03-12
a27bc2cd-276e-49f3-bb8a-76b5ccf45585,6970878583023865899,回春****胶囊,好大夫,0.25g*24粒,盒,好医****有限公司,国药准字Z51021316,0,补益用药,甲类OTC.中成药,非医保,4.5,5.98,20.0,1.48,14.02,0.701,2021-03-23,2022-04-19
b0279ff4-2886-4781-89ef-8c66731d1b91,6970878583757869183,心****欣片,蜀汉本草,0.45g*24片,盒,好医****有限公司,国药准字Z20090342,0,补益用药,处方用药.中成药,乙类,3.8,6.09,23.8,2.29,17.71,0.7441176470588236,2021-03-23,2023-11-27
d42927f0-6d22-4ce9-b378-e50864e33393,6970878582294057399,富马****亚铁颗粒,南王,2g*7袋,盒,恒拓****有限公司,国药准字H45021056,0,补益用药,化学药制剂.甲类OTC,医保,1.5,2.38,8.0,0.88,5.62,0.7025,2021-04-11,2021-08-30
36101cf7-76f7-49c7-8df8-862982830ec9,6970878583757869140,七叶****安片,蜀汉本草,50mg*12片*3板,盒,云南****有限公司,国药准字Z53020565,31585,补益用药,甲类OTC.中成药,乙类,2.2,3.56,18.0,1.36,14.44,0.8022222222222222,2021-05-24,2023-10-08
68506b45-0899-47f6-aab1-0d635139cf4f,6970878583019671564,知柏****浓缩丸),蜀汉本草,168丸*2瓶,盒,河南****有限公司,国药准字Z41020005,29434,补益用药,乙类OTC.中成药,甲类,7.05,11.08,38.0,4.03,26.92,0.708421052631579,2021-06-01,2024-01-19
d8b2e8da-7755-4168-8957-671229a76252,6970878582294057519,阿归****糖浆,蜀汉本草,120ml/瓶,盒,湖北****有限公司,国药准字Z42021528,0,补益用药,乙类OTC.中成药,乙类,4.45,6.99,24.0,2.54,17.01,0.7087500000000001,2021-06-01,2022-02-09
99f8925a-3a4d-44af-aa17-ce5138a7186d,6970878582294057537,归脾****浓缩丸),蜀汉本草,168丸*2瓶,盒,河南****有限公司,国药准字Z41020008,37842,补益用药,乙类OTC.中成药,甲类,7.2,11.28,38.0,4.08,26.72,0.7031578947368421,2021-06-09,2024-01-15
3d30d7b1-59cd-4b5d-b9b0-efb4dce8d6c8,6970878583019671768,杞菊****浓缩丸),蜀汉本草,168丸*2瓶,盒,河南****有限公司,国药准字Z41020145,17796,补益用药,甲类OTC.中成药,甲类,7.2,10.48,36.0,3.28,25.52,0.7088888888888889,2021-06-20,2024-01-12
ce09543a-aac6-4403-917f-4259b2e20054,6970878583019671607,补中****浓缩丸),蜀汉本草,168丸*2瓶,盒,河南****有限公司,国药准字Z41020009,23055,补益用药,乙类OTC.中成药,甲类,7.2,11.29,38.0,4.09,26.71,0.7028947368421052,2021-06-20,2024-01-15
ab693eae-a137-4d28-9d26-5f57287938c5,6970878582294057631,五子****宗口服液,蜀汉本草,10ml*10支,盒,江西****责任公司,国药准字Z36021642,0,补益用药,甲类OTC.中成药,甲类,8.15,12.75,56.0,4.6,43.25,0.7723214285714286,2021-07-10,2021-07-06
2ebe5377-0e83-4983-a5cb-f96132a99cb8,6970878583019671780,明目****浓缩丸),蜀汉本草,168丸*2瓶,盒,河南****有限公司,国药准字Z41020003,14524,补益用药,甲类OTC.中成药,甲类,7.2,11.38,38.0,4.18,26.62,0.7005263157894737,2021-07-11,2024-01-15
06da614a-b8dd-4d4b-8500-bbf3076f1acf,6970878582294057797,脑心****服液,蜀汉本草,10ml*13支,盒,湖北****有限公司,国药准字Z42020097,0,补益用药,甲类OTC.中成药,乙类,5.1,6.83,26.8,1.73,19.97,0.7451492537313432,2021-07-18,2021-10-26
6bebe3c1-1488-4057-81f6-1215f41bf4e2,6970878583023865973,参****糖浆,蜀汉本草,110ml/瓶,盒,广西****有限公司,国药准字Z45020331,16520,补益用药,甲类OTC.中成药,乙类,3.95,6.39,21.8,2.44,15.41,0.7068807339449541,2021-07-27,2023-09-27
b151beb3-2e93-4e52-94c4-ac41f430d81e,6970878582294057582,肾****合剂,蜀汉本草,150ml/瓶,盒,江西****责任公司,国药准字Z36021644,0,补益用药,甲类OTC.中成药,乙类,10.5,17.99,59.0,7.49,41.01,0.6950847457627118,2021-07-28,2022-04-21
1f8bcf0a-c93b-4071-b667-32963f332899,6970878582294057485,脑心****服液,好大夫,10ml*9支,盒,茂祥****有限公司,国药准字Z22022891,0,补益用药,甲类OTC.中成药,乙类,3.02,5.25,19.8,2.23,14.55,0.7348484848484849,2021-08-04,2021-09-26
64899564-85de-4a7b-8260-d7761b1c973f,6970878582294057723,长春****服液,好大夫,10ml*24支,盒,武汉****有限公司,国药准字Z20003113,0,补益用药,处方用药.中成药,非医保,24.0,29.9,98.0,5.9,68.1,0.6948979591836734,2021-08-04,2021-11-03
b87b1053-f819-427d-b947-efd12049723c,6970878583019671858,十全****补丸,好大夫,60g/瓶（水蜜丸）,盒,启迪****有限公司,国药准字Z43020791,0,补益用药,乙类OTC.中成药,乙类,3.2,5.8,23.8,2.6,18.0,0.7563025210084033,2021-08-04,2022-06-13
5dfc3d4c-d656-4084-9fe0-695fd9d9dcc7,6970878583757869166,参苓****术丸,蜀汉本草,6g*13袋,盒,河北****有限公司,国药准字Z13022159,0,补益用药,乙类OTC.中成药,甲类,6.79,10.65,38.0,3.86,27.35,0.7197368421052632,2021-08-14,2021-12-09
a07d44c7-169f-4ea4-bece-42d9295f3045,6970878583023866065,六味****胶囊,蜀汉本草,0.3g*75粒,盒,广西****有限公司,国药准字Z45020881,41702,补益用药,乙类OTC.中成药,乙类,9.2,14.69,70.0,5.49,55.31,0.7901428571428571,2021-09-14,2023-11-11
ae72573d-3ab8-4a99-ba22-2ae99a8ad92b,6970878583019671963,阿****胶,蜀汉本草,258g,盒,山东****有限公司,国药准字Z43020066,24,补益用药,乙类OTC.中成药,非医保,150.0,239.9,798.0,89.9,558.1,0.69937343358396,2021-09-26,2023-09-21
f312fbf4-c9de-42e5-b9f7-48ed0ca30e5b,6970878582294057756,十全****补膏,蜀汉本草,360g/瓶,盒,武汉****有限公司,国药准字Z42021575,0,补益用药,乙类OTC.中成药,非医保,5.73,10.69,38.0,4.96,27.31,0.7186842105263157,2021-10-12,2023-12-18
520f5fe8-db07-429e-9b3e-d732301629e2,6970878582294057939,回春****胶囊,蜀汉本草,0.25g*12粒*3板,盒,山西****有限公司,国药准字Z14021850,0,补益用药,甲类OTC.中成药,非医保,4.7736,7.55,28.0,2.7764,20.45,0.7303571428571428,2021-10-31,2022-08-03
8c058845-9c29-4e47-8b8b-71e6591bdf36,6970878583019671752,养血****颗粒,蜀汉本草,3g*11袋（无蔗糖）,盒,湖北****有限公司,国药准字Z20027238,30520,补益用药,乙类OTC.中成药,乙类,4.6,7.28,25.0,2.68,17.72,0.7088,2021-11-09,2023-11-24
d707eb6b-4313-4f29-b9ce-6c018b715e2e,6970878582294057854,长春****服液,蜀汉本草,10ml*26支,盒,武汉****有限公司,国药准字Z20003113,50328,补益用药,处方用药.中成药,非医保,29.4,42.99,138.0,13.59,95.01,0.6884782608695652,2021-11-21,2024-01-17
e503f564-291f-475e-a4e7-18db5d695fbb,6970878582294057908,麦味****黄口服液,蜀汉本草,10ml*12支,盒,广西****有限公司,国药准字Z45020333,0,补益用药,甲类OTC.中成药,乙类,5.6916,9.08,29.8,3.3884,20.72,0.6953020134228187,2021-12-14,2023-02-14
cdaf9ca1-cc5a-4ab0-b2ce-04be37b0381d,6970878583023866167,阿胶****寿口服液,蜀汉本草,20ml*16支,盒,大连****有限公司,国药准字Z21021426,26150,补益用药,甲类OTC.中成药,非医保,17.6,28.09,88.0,10.49,59.91,0.6807954545454545,2022-02-22,2023-11-21
d38b664d-34dc-4c3a-bcb5-7ce8f68d506b,6970878582294057497,养血****神片,蜀汉本草,15片*4板,盒,洛阳****有限公司,国药准字Z41020210,28744,补益用药,乙类OTC.中成药,乙类,2.3,3.65,12.8,1.35,9.15,0.71484375,2022-03-02,2023-12-21
c04a3970-dbe1-48a5-b393-1baa02c305cd,6970878583023866189,五子****宗丸,蜀汉本草,6g*12袋,盒,承德****有限公司,国药准字Z13020463,77945,补益用药,甲类OTC.中成药,乙类,6.38,10.19,36.0,3.81,25.81,0.7169444444444444,2022-03-08,2024-01-18
c22c8d5c-d8cb-4779-af0c-651764b39bcb,6970878583019671921,转移****口服溶液,驰铭,10ml*15支,盒,哈尔****有限公司,国药准字H23021810,69956,补益用药,处方用药.化学药制剂,乙类,13.6,22.29,68.0,8.69,45.71,0.6722058823529412,2022-03-08,2023-12-19
